y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
2.28,4,1.0,2300.0,,1.0,A0,0,6,1220,1080,1200.0,11325.0,87
2.4,2,1.0,1080.0,2674.0,1.0,A0,0,6,720,360,1250.0,5000.0,96
3.7495,4,2.5,2470.0,3811.0,2.0,A0,0,8,2470,0,2400.0,4266.0,16
4.775,3,1.75,2040.0,5775.0,1.0,A0,0,7,1410,630,1360.0,4400.0,57
6.85,3,2.5,,12746.0,1.0,A0,0,8,1490,790,2100.0,12746.0,42
2.2,4,1.0,1260.0,7800.0,1.5,A0,0,7,1260,0,,7492.0,68
4.002,3,2.5,1670.0,3980.0,2.0,A0,0,8,1670,0,1670.0,2897.0,15
7.95,4,2.0,3090.0,41147.0,1.0,A0,0,7,3090,0,3300.0,34280.0,25
2.09,3,1.5,1500.0,10018.0,1.0,A0,0,7,1500,0,1500.0,10937.0,58
2.498,2,1.0,1170.0,5043.0,1.0,A0,0,6,880,290,1430.0,5692.0,66
4.45,3,2.0,1670.0,8800.0,1.0,A0,0,7,1150,520,2020.0,8250.0,54
3.5,3,2.25,1580.0,39189.0,1.0,A0,0,7,1180,400,1580.0,29649.0,23
4.18,3,2.75,1720.0,6720.0,1.0,A0,0,7,1270,450,1690.0,3248.0,68
3.5,3,3.25,1410.0,1350.0,3.0,A0,0,8,1410,0,1410.0,1253.0,10
3.2495,3,1.75,1560.0,5223.0,1.0,A0,0,7,810,750,1440.0,8491.0,75
4.75,3,2.75,2230.0,14400.0,1.0,A0,0,8,1460,770,2200.0,13280.0,38
2.81,2,2.25,1230.0,989.0,3.0,A0,0,8,1230,0,1230.0,1223.0,8
3.035,3,2.5,,43821.0,2.0,A0,0,9,2860,0,2370.0,65340.0,25
2.58,3,1.0,950.0,5214.0,1.0,A0,0,7,830,120,1490.0,7636.0,71
2.9495,3,1.0,1110.0,7603.0,1.0,A0,0,7,1110,0,1260.0,8094.0,48
1.4,4,1.5,1860.0,5040.0,1.5,A0,0,8,1860,0,1680.0,5800.0,95
7.575,4,4.0,3430.0,35102.0,2.0,A0,0,10,2390,1040,3240.0,35020.0,29
1.415,3,1.0,1020.0,11652.0,1.0,A0,0,6,1020,0,,11652.0,44
2.43,5,2.5,2820.0,9956.0,1.0,A0,0,7,1410,1410,2700.0,9956.0,48
1.75,4,2.5,,8100.0,2.0,A0,0,7,1800,0,1590.0,8100.0,17
7.75,5,3.5,4200.0,5400.0,2.0,A0,0,9,3140,1060,,5564.0,3
2.9,2,1.0,680.0,,1.0,A0,0,5,680,0,1120.0,5100.0,114
6.6,3,2.25,2350.0,6000.0,1.0,A0,0,7,1020,1330,1570.0,5000.0,67
4.04,4,2.5,2050.0,6705.0,1.0,A0,0,7,1230,820,1610.0,7292.0,42
4.2495,3,3.5,1820.0,1991.0,2.0,A0,0,8,1430,390,1550.0,1460.0,1
4.0,3,1.75,1260.0,10065.0,1.0,A0,0,7,1260,0,1320.0,10278.0,61
4.1,3,2.25,1570.0,8111.0,2.0,A0,0,8,1570,0,1990.0,7875.0,31
1.99975,3,2.5,3030.0,45004.0,2.0,A0,0,9,3030,0,3080.0,35781.0,28
6.43,5,2.75,3250.0,8100.0,2.0,A0,0,8,3250,0,,8100.0,1
7.9,4,2.5,2260.0,,1.0,A0,0,8,1770,490,2630.0,13995.0,41
2.13,4,2.25,1610.0,3560.0,2.0,A0,0,7,1610,0,1760.0,3692.0,5
2.21,4,1.5,1370.0,9750.0,1.0,A0,0,7,1070,300,1540.0,9789.0,62
2.25,3,1.75,1810.0,21138.0,1.0,A0,0,7,1240,570,1850.0,12200.0,38
11.1,3,2.75,2500.0,5568.0,2.0,A0,0,9,2500,0,2810.0,5568.0,110
1.2,3,1.5,1200.0,7800.0,1.0,A0,0,7,1200,0,1390.0,8415.0,57
2.62,3,2.25,1460.0,941.0,3.0,A0,0,8,1460,0,,1399.0,9
15.25,4,3.5,3890.0,3600.0,2.0,A0,0,9,2860,1030,2460.0,6050.0,10
3.446,3,1.75,1680.0,8460.0,1.0,A0,0,7,1180,500,1890.0,9529.0,39
5.975,4,2.5,2650.0,11108.0,2.0,A0,0,10,2650,0,2650.0,11585.0,28
2.65895,2,1.0,920.0,8612.0,1.0,A0,0,7,920,0,1500.0,7956.0,68
19.25,5,4.0,4580.0,4443.0,3.0,A1,4,10,4580,0,2710.0,4443.0,11
7.25,4,3.75,3370.0,6766.0,2.0,A0,0,9,3370,0,3530.0,6766.0,10
4.95,6,2.5,3370.0,15625.0,1.0,A0,0,8,1770,1600,2790.0,15681.0,51
2.2,4,2.5,2290.0,4539.0,2.0,A0,0,7,2290,0,,7200.0,14
6.495,3,3.25,3240.0,4185.0,2.0,A0,0,8,2770,470,2660.0,4692.0,4
1.81883,3,2.5,1690.0,5025.0,2.0,A0,0,8,1690,0,2550.0,5001.0,12
0.5,3,1.0,920.0,7314.0,1.0,A0,0,6,920,0,1010.0,7420.0,55
3.575,3,2.5,1340.0,8867.0,2.0,A0,0,8,1340,0,1630.0,7287.0,31
2.9,4,2.5,2140.0,7350.0,2.0,A0,0,8,2140,0,2120.0,8395.0,30
1.449,3,1.0,860.0,10426.0,1.0,A0,0,6,860,0,1140.0,11250.0,61
2.1,1,1.5,,3211.0,2.0,A0,0,7,810,0,1320.0,3298.0,33
7.06,3,1.5,1290.0,8175.0,1.0,A0,0,7,820,470,2130.0,8577.0,63
6.45,3,1.75,2040.0,4000.0,2.0,A0,0,7,1360,680,1610.0,4000.0,91
7.1,3,2.5,2930.0,33981.0,2.0,A0,2,9,2930,0,3720.0,35230.0,15
15.35,5,3.75,3530.0,13260.0,2.0,A0,0,10,3530,0,3340.0,13260.0,2
3.744,4,3.0,2490.0,5064.0,2.0,A0,0,7,2490,0,2470.0,5064.0,8
5.751,2,1.0,1750.0,60872.0,1.0,A0,0,7,1180,570,2480.0,5425.0,42
3.85,4,2.5,2080.0,17532.0,2.0,A0,0,9,2080,0,2550.0,12560.0,19
14.8935,4,3.75,3730.0,17000.0,2.0,A0,3,10,2820,910,3880.0,15550.0,29
4.1,4,1.75,3220.0,7392.0,1.0,A0,0,8,2010,1210,1660.0,8363.0,56
3.5,4,2.5,2070.0,4427.0,2.0,A0,0,7,2070,0,2070.0,4556.0,8
3.79,5,2.25,2550.0,9200.0,1.0,A0,0,8,1580,970,2090.0,9200.0,40
4.0,3,2.25,1380.0,1621.0,2.0,A0,0,8,1140,240,,1403.0,8
1.85,3,1.0,1200.0,4592.0,1.0,A0,0,6,800,400,940.0,4440.0,65
3.36,3,1.75,1490.0,9844.0,1.0,A0,0,7,1190,300,1840.0,10150.0,56
3.4,3,1.75,1070.0,8000.0,1.0,A0,0,7,1070,0,1200.0,7990.0,38
4.0,2,1.0,920.0,5157.0,1.0,A0,0,6,920,0,1700.0,5150.0,106
1.91,3,2.25,1550.0,6022.0,2.0,A0,0,8,1550,0,1650.0,5627.0,26
3.18,2,1.0,830.0,5000.0,1.0,A0,0,7,830,0,1110.0,5000.0,94
12.95,5,2.25,3510.0,13843.0,1.0,A0,2,8,1850,1660,2680.0,8750.0,56
3.675,3,1.5,2710.0,47419.0,1.5,A0,0,7,2170,540,2130.0,48144.0,35
16.35,5,4.5,4590.0,14685.0,2.0,A0,0,10,4590,0,3030.0,9486.0,6
1.54,3,1.0,940.0,8400.0,1.0,A0,0,7,940,0,1190.0,8400.0,57
3.19,2,2.0,1750.0,2731.0,2.0,A0,0,8,1750,0,1650.0,2731.0,3
9.75,4,3.0,3080.0,10757.0,2.0,A0,3,8,3080,0,2810.0,10757.0,54
5.15,4,2.25,2530.0,10611.0,1.0,A0,0,8,1320,1210,2530.0,10125.0,38
8.6,2,2.5,1780.0,2067.0,2.0,A0,0,9,1780,0,2320.0,2067.0,41
3.3,2,0.75,1160.0,15029.0,1.0,A0,0,6,870,290,1870.0,25346.0,78
7.86,3,2.0,2520.0,3959.0,1.0,A0,0,8,1270,1250,1660.0,3959.0,84
2.04,4,2.0,1980.0,10051.0,1.0,A0,0,7,1980,0,,10125.0,46
8.5,3,1.75,1610.0,10796.0,1.0,A0,0,7,1070,540,1940.0,10796.0,64
4.5,3,2.5,2340.0,35021.0,1.0,A0,0,9,2340,0,2630.0,35190.0,29
12.09,5,4.25,5040.0,9466.0,2.0,A0,0,11,5040,0,4300.0,9417.0,11
2.6,3,2.0,1490.0,8847.0,1.0,A0,0,7,1490,0,1640.0,7572.0,48
5.75,5,2.75,2580.0,7865.0,1.0,A0,0,8,1480,1100,2140.0,8400.0,51
3.4525,3,2.0,1510.0,3657.0,1.0,A0,0,8,1510,0,1510.0,3657.0,8
15.35,4,3.5,,11600.0,2.0,A0,3,11,3060,1330,,12000.0,25
2.09,3,2.5,1660.0,4083.0,2.0,A0,0,7,1660,0,1800.0,4087.0,2
3.4,3,1.5,1510.0,16800.0,1.0,A0,0,8,1510,0,1560.0,7276.0,59
6.55,3,1.75,1650.0,5000.0,1.5,A0,0,8,1650,0,1630.0,5000.0,115
2.2,3,2.0,1830.0,17321.0,1.0,A0,0,7,1100,730,,10706.0,67
0.9495,3,1.0,840.0,8470.0,1.0,A0,0,6,840,0,840.0,8450.0,54
3.93,3,1.5,1830.0,9848.0,1.0,A0,0,7,1830,0,1830.0,8168.0,53
1.75,3,2.25,1400.0,3814.0,2.0,A0,0,7,1400,0,1610.0,3814.0,3
4.55,3,1.75,1520.0,9605.0,1.0,A0,0,7,1520,0,2040.0,9900.0,40
1.175,2,1.0,950.0,7692.0,1.0,A0,0,6,950,0,1820.0,8221.0,89
2.6,2,2.0,1420.0,5185.0,1.0,A0,0,7,1420,0,2140.0,4890.0,11
1.5,3,1.5,1240.0,5506.0,1.0,A0,0,7,1240,0,,5589.0,44
9.74,4,3.75,4740.0,126759.0,2.0,A0,0,10,4740,0,3060.0,118047.0,24
4.33,2,1.0,820.0,5040.0,1.0,A0,0,7,820,0,1730.0,5760.0,62
9.25,4,3.0,4260.0,18687.0,2.0,A0,0,11,4260,0,3490.0,16772.0,19
2.25,5,2.5,2760.0,6000.0,2.0,A0,0,8,2760,0,1360.0,6000.0,9
3.01,2,1.0,880.0,2400.0,1.0,A0,0,6,760,120,1180.0,6300.0,97
1.98,3,1.0,1560.0,7800.0,1.0,A0,0,7,1560,0,,9375.0,60
2.54995,4,2.5,2303.0,3680.0,2.0,A0,0,8,2303,0,2303.0,3760.0,2
3.525,3,1.75,1240.0,7200.0,1.0,A0,0,7,1240,0,1640.0,7200.0,73
9.725,3,2.25,2930.0,7005.0,3.0,A0,2,9,2670,260,2450.0,6460.0,16
2.63,3,1.75,1250.0,7710.0,1.0,A0,0,7,1250,0,1340.0,7710.0,68
8.65,4,2.5,3090.0,9238.0,1.0,A0,3,8,1680,1410,2690.0,8500.0,48
1.85,3,1.0,1300.0,10139.0,1.0,A0,0,7,1300,0,,10139.0,53
5.25,2,1.0,1180.0,2160.0,1.0,A0,1,7,940,240,2700.0,5400.0,106
2.45,3,2.25,998.0,844.0,2.0,A0,0,7,798,200,998.0,1110.0,8
5.55,4,2.5,2240.0,4025.0,1.0,A0,2,7,1250,990,1380.0,3500.0,89
1.275,3,1.5,1510.0,9898.0,1.0,A0,0,7,1110,400,1420.0,9250.0,61
7.125,2,2.5,2390.0,6928.0,2.0,A0,3,8,1810,580,2390.0,12852.0,66
0.3,3,1.0,840.0,8400.0,1.0,A0,0,6,840,0,840.0,9450.0,56
1.605,5,2.5,2340.0,13713.0,1.0,A0,0,8,1670,670,2080.0,11000.0,48
3.75,2,1.0,1380.0,4390.0,1.0,A0,0,8,880,500,1390.0,5234.0,84
3.85,3,1.0,1670.0,4005.0,1.5,A0,0,7,1170,500,1240.0,4005.0,76
4.05,3,1.0,1160.0,8800.0,1.0,A0,0,7,1160,0,1750.0,8400.0,56
10.0,4,4.25,3500.0,8750.0,1.0,A0,4,9,2140,1360,3110.0,8750.0,64
4.5,4,2.5,2910.0,7631.0,2.0,A0,2,9,2910,0,3190.0,5552.0,9
3.975,2,2.25,1700.0,2383.0,2.0,A0,0,8,1700,0,1700.0,2700.0,10
2.0,2,2.0,1290.0,9041.0,1.0,A0,0,7,950,340,1290.0,5000.0,59
2.0,2,1.0,1180.0,6552.0,1.0,A0,0,6,1180,0,1070.0,7200.0,66
2.67,2,2.5,1175.0,1366.0,2.0,A0,0,8,740,435,1710.0,1255.0,10
13.75,4,2.75,2750.0,17789.0,1.5,A0,0,8,1980,770,3060.0,11275.0,101
1.74,3,2.5,1850.0,7200.0,1.0,A0,0,7,1500,350,2140.0,7500.0,36
4.95,2,1.0,1100.0,6240.0,1.0,A0,0,7,1100,0,,6240.0,74
3.54592,2,2.75,1992.0,10946.0,1.5,A1,4,6,1288,704,1110.0,8328.0,112
1.85,3,1.5,1320.0,9750.0,1.0,A0,0,7,1320,0,1530.0,9750.0,61
3.5,3,2.5,2320.0,2267.0,3.0,A0,0,8,2320,0,1240.0,1883.0,6
4.75,4,2.75,3080.0,6731.0,2.0,A0,3,9,3080,0,3080.0,6731.0,12
2.24995,2,1.0,1060.0,7200.0,1.0,A0,0,6,1060,0,1850.0,8291.0,64
1.8,3,1.75,1700.0,7532.0,1.0,A0,0,7,1700,0,1690.0,7405.0,28
2.24999,3,2.25,,1234.0,2.0,A0,0,7,1160,190,1420.0,1234.0,8
2.00053,2,1.0,1060.0,6504.0,1.0,A0,0,6,1060,0,1100.0,7200.0,65
6.25,4,1.75,1980.0,10800.0,1.0,A0,0,8,1320,660,2310.0,10800.0,62
5.6,5,3.5,,13232.0,2.0,A0,0,11,4150,0,3840.0,15121.0,9
5.25,3,1.75,1580.0,7416.0,1.0,A0,0,7,1150,430,1730.0,7416.0,48
4.885,4,2.5,2780.0,7838.0,2.0,A0,3,9,2780,0,3160.0,7848.0,11
7.027,3,2.5,2260.0,251460.0,1.5,A0,0,10,2260,0,,244372.0,20
3.75,3,1.75,1560.0,8968.0,1.0,A0,0,8,1560,0,,8034.0,43
3.3,3,2.5,2070.0,4697.0,2.0,A0,0,7,2070,0,2230.0,4437.0,13
4.748,3,2.25,1580.0,11680.0,1.0,A0,0,7,1580,0,,10948.0,57
2.25,3,2.5,2540.0,5050.0,2.0,A0,0,7,2540,0,2280.0,5050.0,9
1.33,3,1.0,920.0,7314.0,1.0,A0,0,6,920,0,1010.0,7420.0,55
4.4,4,2.5,2890.0,15067.0,2.0,A0,0,9,2890,0,3090.0,15398.0,12
1.3,3,1.0,1130.0,7014.0,1.0,A0,0,7,1130,0,1440.0,9350.0,61
2.7,5,2.5,2450.0,6994.0,2.0,A0,0,8,2450,0,1940.0,6035.0,13
4.54,3,2.5,1880.0,4499.0,2.0,A0,0,8,1880,0,2130.0,5114.0,22
3.45,3,1.75,1230.0,10005.0,1.0,A0,0,7,1230,0,,8560.0,52
4.0,3,3.0,2540.0,18900.0,1.0,A0,0,7,1580,960,,16000.0,37
3.875,3,2.5,1656.0,108900.0,1.0,A0,0,7,1656,0,2030.0,29859.0,30
3.0,4,2.75,1890.0,5240.0,1.0,A0,0,7,980,910,1600.0,5240.0,34
6.049,3,2.5,2440.0,5750.0,2.0,A0,2,9,1980,460,1520.0,5750.0,15
5.75,3,1.0,1520.0,10227.0,1.0,A0,0,6,1520,0,2710.0,10912.0,64
13.75,4,3.5,4360.0,24603.0,2.0,A0,0,12,4360,0,,27521.0,17
2.6,2,2.25,1420.0,1246.0,2.0,A0,0,8,1420,0,1420.0,1826.0,8
3.95,4,2.5,2680.0,8062.0,1.0,A0,3,7,1530,1150,,8600.0,48
2.8,4,2.5,2570.0,6466.0,2.0,A0,0,9,2570,0,2520.0,6667.0,16
4.3,2,1.0,1070.0,8130.0,1.0,A0,0,7,1070,0,1360.0,7653.0,73
3.64888,2,2.0,1300.0,6515.0,1.0,A0,0,8,1300,0,1640.0,6009.0,10
2.14,2,1.0,780.0,4132.0,1.0,A0,0,7,780,0,1100.0,5100.0,73
1.75,3,2.0,1900.0,6660.0,1.0,A0,0,7,950,950,1690.0,8111.0,49
3.55,4,2.75,1820.0,5400.0,1.0,A0,0,7,1220,600,1630.0,5400.0,27
4.65,4,1.75,2040.0,9322.0,1.0,A0,0,8,1440,600,1910.0,10026.0,38
5.4,4,1.75,2300.0,11700.0,1.0,A0,0,9,1960,340,2840.0,12000.0,38
2.5495,3,1.75,1360.0,13320.0,1.0,A0,0,7,1360,0,1580.0,13625.0,30
21.0,4,3.0,4750.0,,1.5,A0,0,11,4750,0,3120.0,18551.0,39
4.39,3,1.75,1620.0,5000.0,1.0,A0,0,7,920,700,1610.0,5000.0,61
4.25,4,2.0,2120.0,7806.0,1.0,A0,0,6,1770,350,1560.0,9920.0,66
3.74228,5,2.5,3020.0,24750.0,1.0,A0,0,8,1650,1370,2930.0,16062.0,50
7.27,3,2.5,2580.0,13096.0,2.0,A0,0,9,2580,0,2580.0,7988.0,29
15.85,4,3.25,,11189.0,2.0,A0,2,10,4240,0,3390.0,12540.0,9
21.55,3,3.5,3760.0,5634.0,2.0,A1,4,11,2830,930,,5762.0,1
8.4899,4,2.5,3600.0,6055.0,2.0,A0,0,9,3600,0,3590.0,6050.0,1
3.48,4,2.0,1970.0,6480.0,1.5,A0,0,7,1130,840,1500.0,6480.0,95
4.34,4,2.5,,9355.0,1.0,A0,0,9,1840,760,2250.0,7691.0,32
3.95101,4,2.5,2320.0,7800.0,2.0,A0,0,8,2320,0,2090.0,5721.0,29
1.835,3,2.0,1460.0,7930.0,1.0,A0,0,7,1460,0,1630.0,7930.0,26
2.449,4,2.75,2475.0,4276.0,2.0,A0,0,7,2475,0,2475.0,4000.0,1
2.22,3,2.25,1450.0,7562.0,2.0,A0,0,7,1450,0,1650.0,7625.0,21
1.45,3,1.0,1090.0,6320.0,1.0,A0,0,6,890,200,,7080.0,61
5.30125,2,1.0,1160.0,5029.0,1.0,A0,0,7,910,250,1220.0,5029.0,75
6.84,3,2.0,2260.0,7200.0,1.0,A0,3,7,1130,1130,2260.0,6000.0,74
5.35,4,3.5,2910.0,5260.0,2.0,A0,0,9,2910,0,,5260.0,3
4.75,4,2.5,2890.0,9045.0,2.0,A0,0,8,2890,0,2840.0,10114.0,14
30.25,3,3.0,3920.0,13085.0,2.0,A1,4,11,3920,0,3450.0,13287.0,19
3.1,3,2.5,1740.0,4145.0,2.0,A0,0,7,1740,0,1740.0,4045.0,5
1.6495,3,1.75,1670.0,6900.0,1.0,A0,0,7,1170,500,1740.0,7000.0,37
2.625,3,1.75,1350.0,5850.0,1.0,A0,0,7,1050,300,1710.0,7757.0,42
4.04,2,2.5,1741.0,1439.0,2.0,A0,0,8,1446,295,2090.0,10454.0,8
7.35,4,2.5,2910.0,6555.0,2.0,A0,0,9,2910,0,2910.0,10419.0,10
2.01,2,2.0,1480.0,6075.0,1.0,A0,0,7,740,740,1230.0,6053.0,96
1.26,4,1.5,1360.0,8100.0,1.5,A0,0,7,1360,0,1300.0,8100.0,53
6.05,4,2.5,2830.0,8399.0,2.0,A0,0,9,2830,0,2520.0,6890.0,17
5.97,3,2.25,1130.0,4445.0,1.5,A0,0,8,1130,0,1330.0,4445.0,85
2.75,3,1.75,1830.0,9425.0,1.0,A0,0,8,1590,240,1670.0,8430.0,69
1.95,3,1.0,1240.0,14110.0,1.0,A0,0,7,1240,0,,19350.0,43
3.5,3,1.75,1680.0,14630.0,1.5,A0,0,8,1680,0,1920.0,14630.0,30
6.85,3,2.0,1780.0,1750.0,1.0,A0,2,8,1400,380,1780.0,3750.0,88
5.25,3,1.0,1440.0,4300.0,1.5,A0,0,8,1440,0,1640.0,4500.0,86
4.77,4,2.75,3160.0,8429.0,1.0,A0,3,7,1620,1540,1760.0,6780.0,33
5.602,4,1.75,1640.0,4240.0,1.0,A0,0,7,920,720,1300.0,4240.0,94
7.29995,5,1.5,3360.0,5402.0,2.0,A0,0,9,3360,0,3360.0,5415.0,1
2.15,2,1.0,840.0,3844.0,1.0,A0,0,6,840,0,1040.0,3844.0,96
2.2,2,1.75,2200.0,89298.0,1.0,A0,0,7,1100,1100,2590.0,89298.0,42
1.9,3,2.0,1380.0,8536.0,2.0,A0,0,7,1380,0,1260.0,8750.0,60
4.25012,4,2.5,2400.0,9612.0,1.0,A0,0,8,1230,1170,,5539.0,53
3.94,4,2.75,3550.0,13938.0,1.0,A0,0,8,2100,1450,2050.0,9000.0,49
5.8,3,2.0,1410.0,4800.0,1.5,A0,0,8,1410,0,1820.0,7200.0,88
3.0,4,3.0,2420.0,9566.0,2.0,A0,0,7,2420,0,,9135.0,12
1.06,2,1.5,720.0,5120.0,1.0,A0,0,6,720,0,1150.0,2566.0,61
1.47,3,2.0,1200.0,6074.0,1.0,A0,0,7,1200,0,1430.0,6338.0,47
4.445,3,3.0,2390.0,19454.0,1.5,A0,0,8,2390,0,1540.0,26979.0,7
3.05,4,1.75,2260.0,7200.0,1.5,A0,0,7,1360,900,,7465.0,91
3.0,3,1.5,1630.0,16170.0,1.0,A0,0,7,1630,0,1630.0,9931.0,27
3.08,4,2.5,1850.0,8310.0,1.0,A0,0,7,1200,650,1840.0,10080.0,53
3.61472,4,2.5,2692.0,8392.0,2.0,A0,0,9,2692,0,2574.0,14446.0,1
6.2495,3,2.5,3370.0,36218.0,2.0,A0,0,9,3370,0,2980.0,31793.0,27
5.15,3,3.25,1290.0,1230.0,2.0,A0,2,9,1090,200,1710.0,1797.0,7
1.0,2,1.75,1050.0,9800.0,1.5,A0,0,6,1050,0,1230.0,12726.0,40
6.9,4,2.5,3140.0,16200.0,1.0,A0,1,9,2570,570,2530.0,13200.0,27
4.32,5,3.25,3850.0,16249.0,2.0,A0,2,9,3030,820,2640.0,7393.0,13
6.85,4,2.75,3370.0,12447.0,2.0,A0,0,10,3370,0,3700.0,13129.0,24
7.95,3,2.0,2320.0,65340.0,1.5,A0,0,9,2320,0,3100.0,59603.0,23
1.35,3,2.25,1430.0,9150.0,1.0,A0,0,7,1070,360,1430.0,6364.0,31
4.25,3,1.5,2220.0,8994.0,1.0,A0,0,8,1110,1110,2220.0,8994.0,53
4.45,11,3.0,3000.0,4960.0,2.0,A0,0,7,2400,600,1420.0,4960.0,97
4.35,3,2.5,1890.0,5929.0,2.0,A0,0,8,1890,0,2060.0,5775.0,22
15.25,3,4.25,2820.0,7200.0,2.0,A0,0,10,2460,360,3300.0,7522.0,85
2.91,3,2.5,1790.0,4065.0,2.0,A0,0,8,1790,0,,4252.0,6
3.5,3,1.0,1010.0,5864.0,1.0,A0,0,7,1010,0,1290.0,5000.0,100
2.0,4,2.25,2670.0,10050.0,1.0,A0,0,8,1420,1250,2190.0,10050.0,53
2.875,3,2.0,1940.0,40588.0,1.0,A0,0,7,1940,0,1860.0,9657.0,15
4.8,4,2.75,2020.0,10720.0,1.0,A0,0,8,1420,600,2190.0,10164.0,39
12.55,4,3.5,3440.0,9776.0,2.0,A0,0,10,3440,0,2400.0,11000.0,9
2.12,4,1.5,1300.0,10050.0,1.5,A0,0,7,1300,0,1730.0,10050.0,52
10.2,4,4.0,3530.0,8400.0,2.0,A0,0,8,2630,900,2340.0,8216.0,57
4.9,3,2.75,3210.0,15939.0,2.0,A0,1,10,3210,0,2870.0,15939.0,17
1.75,1,1.0,1100.0,4373.0,1.0,A0,0,6,820,280,1100.0,7500.0,68
18.0,4,3.25,3930.0,10929.0,2.0,A0,0,10,3930,0,1780.0,9999.0,9
4.15,4,1.75,1870.0,9500.0,1.0,A0,0,7,1090,780,2010.0,10000.0,53
1.35,3,1.0,1040.0,8970.0,1.0,A0,0,6,1040,0,1040.0,8450.0,54
5.1,4,2.5,2820.0,5612.0,2.0,A0,0,9,2820,0,1620.0,14881.0,8
8.37,4,2.75,4030.0,10888.0,2.0,A0,0,10,4030,0,3720.0,10756.0,18
1.71,3,1.5,1780.0,23819.0,1.0,A0,0,7,1780,0,1130.0,14450.0,62
4.35,3,2.5,2300.0,27566.0,2.0,A0,0,9,2300,0,2480.0,16650.0,20
1.19,3,1.5,1010.0,5000.0,1.0,A0,0,6,1010,0,980.0,5000.0,72
4.796,3,1.75,1470.0,5000.0,1.5,A0,0,7,1470,0,1530.0,5000.0,115
6.0495,4,2.5,2850.0,5664.0,2.0,A0,0,9,2850,0,,5475.0,14
11.55,4,2.5,3040.0,7000.0,2.0,A0,0,9,3040,0,2320.0,17511.0,14
4.07,2,2.25,1350.0,1248.0,2.0,A0,0,7,1180,170,1760.0,3360.0,15
2.0,4,2.25,2400.0,17842.0,2.0,A0,0,7,2400,0,1610.0,12100.0,42
3.65,4,2.5,2800.0,28254.0,2.0,A0,0,9,2800,0,2530.0,4694.0,14
2.27,3,1.0,1600.0,1950.0,2.0,A0,0,7,1600,0,1310.0,1138.0,109
5.14,4,2.5,2630.0,15000.0,2.0,A0,0,8,2630,0,,8700.0,53
5.05135,4,2.5,3150.0,5886.0,2.0,A0,0,8,3150,0,2650.0,5886.0,1
6.75,3,3.5,3390.0,10078.0,2.0,A0,0,10,3040,350,,12332.0,3
2.05,3,1.0,1260.0,7660.0,1.0,A0,0,6,1260,0,1990.0,7861.0,68
8.05,4,2.75,2560.0,7961.0,1.0,A0,2,8,1450,1110,,9009.0,40
4.0499,3,2.5,2010.0,2386.0,2.0,A0,0,8,1390,620,1690.0,1870.0,1
2.049,3,2.0,1410.0,6600.0,1.0,A0,0,7,1410,0,1750.0,7150.0,25
10.25,4,3.5,4270.0,40097.0,1.0,A0,0,12,4270,0,3510.0,36149.0,22
6.46,4,2.75,2690.0,5400.0,2.0,A0,0,7,2210,480,,5400.0,75
4.25,3,1.5,1330.0,1265.0,2.0,A0,0,8,1140,190,1330.0,1264.0,7
4.84,3,2.5,2010.0,5200.0,2.0,A0,0,8,2010,0,1860.0,4400.0,26
3.83,3,2.0,2020.0,8555.0,1.0,A0,0,7,1220,800,1600.0,8148.0,58
2.07,3,2.5,2010.0,,2.0,A0,0,7,2010,0,2280.0,5141.0,9
1.8,3,2.0,1590.0,8670.0,1.0,A0,0,7,1590,0,1590.0,9253.0,21
3.55,2,1.75,1840.0,14874.0,1.0,A0,2,8,1300,540,2920.0,15084.0,63
4.1,3,2.5,2340.0,59058.0,1.0,A0,0,8,2340,0,,37263.0,30
1.5,4,2.0,,14120.0,1.0,A0,0,7,1200,1020,1300.0,9709.0,49
3.5,3,1.75,1530.0,9800.0,1.0,A0,0,8,1530,0,1660.0,9800.0,57
4.63,3,1.0,1460.0,7200.0,1.0,A0,0,7,1260,200,,4650.0,109
7.05,3,2.75,2910.0,3094.0,2.0,A0,2,7,2010,900,2400.0,7530.0,76
3.39,4,2.5,2120.0,6497.0,2.0,A0,0,7,2120,0,2230.0,6300.0,12
7.75,3,3.5,2620.0,11148.0,2.0,A0,4,9,2060,560,2590.0,10796.0,38
3.68,3,2.5,2430.0,7049.0,2.0,A0,0,8,2430,0,1770.0,7049.0,8
2.36,4,2.5,2690.0,6124.0,2.0,A0,0,7,2690,0,2300.0,6002.0,8
5.45,3,1.0,1710.0,4050.0,1.5,A0,0,7,1710,0,,4896.0,106
8.88,4,3.25,3530.0,8589.0,2.0,A0,0,10,3530,0,2470.0,9019.0,8
7.75,4,3.25,3450.0,6500.0,2.0,A0,0,8,2450,1000,1750.0,6500.0,21
2.0,2,1.5,1270.0,32175.0,1.0,A0,0,7,1270,0,1270.0,10200.0,68
2.85,3,1.0,1280.0,3870.0,1.0,A0,0,7,640,640,1280.0,4800.0,70
10.6,4,2.75,3370.0,8103.0,1.0,A0,3,9,1970,1400,2120.0,6360.0,45
4.975,3,2.25,2030.0,9791.0,1.0,A0,0,8,1500,530,2030.0,11031.0,31
2.35,3,3.25,3130.0,9302.0,2.0,A0,0,8,2190,940,2350.0,7949.0,28
1.65,2,1.0,870.0,8400.0,1.0,A0,0,7,870,0,,12465.0,55
